n_reader_annotated_cases,pair_level_agreement_n,pair_level_agreement_rate,pair_level_agreement_rate_ci_low,pair_level_agreement_rate_ci_high,pair_level_kappa,pair_level_kappa_ci_low,pair_level_kappa_ci_high,prior_weighted_kappa,prior_weighted_kappa_ci_low,prior_weighted_kappa_ci_high,current_weighted_kappa,current_weighted_kappa_ci_low,current_weighted_kappa_ci_high,full_agreement_n,adjudicated_n,final_positive_n,final_negative_n,report_screen_positive_n,report_screen_negative_n,report_screen_agreement_with_final_rate,report_screen_agreement_with_final_rate_ci_low,report_screen_agreement_with_final_rate_ci_high
500,416,0.832,0.798,0.864,0.6494625091807438,0.5853712253326575,0.7143282988871225,0.7690062368316055,0.724210837629205,0.809077108166041,0.7005777088910807,0.6445570628052927,0.7510877775260879,313,187,150,350,112,388,0.784,0.748,0.82
